,classes,relations
006551,"[  0   0  48   0   0   0   0   0   0   0   0   0   0   0   0 224   0   0
   0   0   0]",[  0  23   0   0 113]
006556,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006560,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
006564,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006569,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
006595,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006597,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006602,[0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 9 0 0 0 0 0],[0 0 0 0 6]
006605,[ 0  0  0  0  0  0  0  0  0 42  0  0  0  0  0  0 14  0  0  0  0],[ 0  7  0  0 21]
006609,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 0 1 0 0]
006610,[0 0 0 0 0 6 0 0 0 0 0 3 0 0 0 3 0 0 0 0 0],[0 6 0 0 0]
006612,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
006622,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 2],[0 1 0 0 2]
006626,[ 0  0  0  0  0 12  0  0  0  0  0  6  0  0  0 24  0  0  0  0  0],[ 0  8  0  0 13]
006627,[0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0 6 0 0 0 0],[0 3 0 0 3]
006635,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
006636,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006637,[ 0  0 15  0  0  0  0  0  0  0  0  0  0  0  0 15  0  0  0  0  0],[0 6 0 0 9]
006638,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
006648,[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0],[0 1 0 4 1]
006652,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
006654,[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 2 0 0 1]
006658,"[  0   0   0   0   0   0   0   0   0  36   0  12   0   0   0 108   0   0
   0   0   0]",[ 0 29  0  0 49]
006660,[0 0 0 0 4 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 2]
006674,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006684,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2],[0 1 0 0 0]
006689,[ 0  0  0  0  0  0  0  0  0 25  0  5  0  0  0  0  0  0  0  0  0],[0 6 0 0 9]
006694,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
006695,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 2 0 0 1]
006697,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
006698,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
006703,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
006704,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
006706,[0 0 0 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 2 0 0 1]
006707,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 2 0 0],[0 2 0 0 1]
006708,[0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 3]
006714,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
006726,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],[1 0 0 0 0]
006727,[ 0  0  0  0  0 15  0  0  0  0  0  0  0  0  0 10  0  0  5  0  0],[0 4 1 2 8]
006731,[0 0 0 0 0 3 0 0 0 0 0 3 0 0 0 6 0 0 0 0 0],[0 4 0 0 2]
006734,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006735,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 4 0 0 0 0 0],[0 2 0 0 1]
006736,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006738,[0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 2 0 0 4]
006740,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006748,[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 1 1]
006753,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 20  0  0  0  0  0],[0 6 0 0 4]
006755,[ 0  0  0  0  0  0  0  0  0  4  0  0  0  0  0  0  4  0  0  0 12],[0 2 0 0 8]
006766,[ 0  0  0  0  0  0 10 90  0  0  0  0  0  0  0 10  0  0  0  0  0],[ 0 13  1  3 38]
006773,[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
006777,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0 0],[0 2 1 0 0]
006781,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0]
006782,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
006784,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 30  0  0  0  0  0],[ 0  3  2  0 10]
006794,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006805,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006806,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0],[0 3 0 0 3]
006810,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0],[0 3 0 0 3]
006822,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0],[0 0 0 1 0]
006824,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
006825,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006833,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0],[0 1 0 0 0]
006836,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
006839,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0]
006840,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 3 0 0 0]
006844,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
006845,[ 0  0  0  0  0  0  0  0  0 12  0  0  0  0  0  0  0  0  0  0  0],[0 1 0 0 5]
006847,[0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0 0],[0 2 0 0 4]
006848,[0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 2]
006849,[0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 0],[0 2 0 0 1]
006852,[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0],[0 1 0 0 2]
006858,[0 0 0 0 0 3 0 3 0 0 0 0 0 3 0 3 0 0 0 0 0],[0 2 0 0 4]
006864,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0],[0 2 0 1 3]
006866,[0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4 0 0 0 0 0],[0 1 0 1 1]
006868,[ 0  0  0  0  0  0  0 16  0  0  0  0  0  0  0  4  0  0  0  0  0],[0 4 0 0 6]
006869,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006874,[ 0  0  0  0  9  0  0  0  0  0  0  0  0  0 18 63  0  0  0  0  0],[ 0  4  0  0 41]
006883,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006887,[ 0  0  0  0  0  0  0  0  0  4  0  0  0  0  0 16  0  0  0  0  0],[0 5 0 0 5]
006893,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006896,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 20  0  0  0  0  0],[0 2 2 0 6]
006899,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0],[0 1 0 0 2]
006900,[ 0  0  0  0  0  0  0 30  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 6 0 0 9]
006909,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006910,[ 0  0  0 30  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0],[ 0  7  3  0 11]
006911,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
006912,[0 0 0 0 0 3 0 0 0 3 0 3 0 0 0 3 0 0 0 0 0],[0 3 0 0 3]
006914,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006916,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],[0 1 0 0 0]
006917,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006919,[ 0  0  0  0  0 27  0  0  0  0  0  0  0  0  0 54  0  0  9  0  0],[ 0 17  0  5 23]
006930,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
006931,"[  0   0   0   0   0   0   0 156   0   0   0   0   0   0   0   0   0   0
   0   0   0]",[ 0 11  0  0 67]
006939,[ 0  0  0  0  0 30  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0],[ 0  5  0  5 11]
006943,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 6 0],[0 1 0 0 5]
006947,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
006948,[ 0  0  0  0  0  4  0  0  0  0  0  0  0  0  0 16  0  0  0  0  0],[0 5 0 1 4]
006950,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
006958,[0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 2 0 0 0 0 0],[0 1 1 0 1]
006959,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 2 0 0 1]
006968,[0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 6 0 0 3 0 0],[0 4 0 0 2]
006971,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
006976,[0 0 0 0 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 2 0]
006983,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
007002,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007003,[ 0  0  0  0  0  0  4 16  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 4 0 0 6]
007006,[ 0  0  0  0  0  0  0  0  0 81  0  9  0  0  0  0  0  0  0  0  0],[ 0 10  0  3 32]
007007,[0 0 0 0 0 4 0 0 0 0 0 8 0 0 0 8 0 0 0 0 0],[0 4 0 1 5]
007011,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007016,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0],[0 0 0 0 3]
007018,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0]
007023,[ 0  0  0  0  0  0  0  0  0 10  0  0  0  0  0 15  0  0  0  0  5],[0 7 0 1 7]
007025,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007029,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007033,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007036,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 12  0  0  0  0  0],[0 3 0 0 3]
007039,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
007040,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 0 0 0 1]
007045,[ 0  0  0  0  0  0  0  0  0  0 16  0  0  0  0  4  0  0  0  0  0],[0 2 0 0 8]
007050,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007062,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007064,[ 0  0  0  0  0  0  0  0  0 56  0  8  0  0  0  0  0  0  8  0  0],[ 0 12  0  0 24]
007072,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007073,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0],[0 1 0 0 0]
007075,[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
007078,[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 6 0 3 0 0],[0 1 0 0 5]
007079,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
007080,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
007088,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007089,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007090,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007092,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007093,[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 0 0 0 0],[0 2 0 0 1]
007095,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007105,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
007108,"[  0   0 112   0   0   0   0   0   0   0   0   0   0   0   0 160   0   0
   0   0   0]",[  0  20   0   0 116]
007113,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
007121,[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 2 0 0 1]
007125,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007128,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 20  0  0  0  0  0],[0 3 0 2 5]
007129,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0],[0 1 0 0 0]
007130,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 4],[0 0 0 0 3]
007133,[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 2 0]
007138,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
007150,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 9 0 0 0 0 0],[0 4 0 0 2]
007152,[ 0 30  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[ 0  0  0  0 15]
007154,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
007159,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 0 0 0 3]
007163,[0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0 0],[0 4 0 1 1]
007166,[0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2],[0 3 0 0 0]
007168,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
007177,[0 0 0 0 0 2 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0],[0 2 0 0 1]
007180,[ 0  0  0  0  0  0  0  0  5  5  0  0  0  0  0  0 15  0  5  0  0],[ 0  2  0  1 12]
007182,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
007184,[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 30  0  0  0  0  0],[ 0  2  0  0 13]
007185,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0]
007193,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
007194,[ 0  0  0 42  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[ 0  4  0  0 17]
007197,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007205,[0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 2 0 0 1]
007213,[ 0  0  0  0  0  0  0  0  0 35  0  7  0  0  0 14  0  0  0  0  0],[ 0  6  0  0 22]
007214,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 4 0 0 0 0 0],[0 2 0 0 1]
007219,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1],[0 0 0 0 1]
007222,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0],[0 1 0 0 2]
007223,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007234,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 1 0 0 0]
007241,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007243,[0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4 0 0 0 0 0],[0 3 0 0 0]
007250,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[0 0 0 0 1]
007256,[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 1 0 0 2]
007261,[0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 2]
007263,[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 2],[0 2 0 0 1]
007271,[0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 6 0 0 0 0 0],[0 3 0 0 3]
007279,[0 0 0 0 0 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 3]
007285,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007289,[0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
007295,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007298,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0],[0 0 0 1 2]
007305,"[  0   0   0   0   0   0   0 140   0   0   0   0   0   0  42  28   0   0
   0   0   0]",[ 0 13  0  0 92]
007308,[0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 6 0 0 0 0 0],[0 2 0 3 1]
007322,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007323,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007325,"[  0   0   0   0   0   0   0   0   0   0   0   0   0  11   0 121   0   0
   0   0   0]",[ 0 16  0  0 50]
007327,"[  0   0  22   0   0   0   0   0   0 110   0   0   0   0   0   0   0   0
   0   0   0]",[ 0  8  0  0 58]
007334,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007336,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 0 0 0 1]
007351,[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1]
007361,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[0 0 0 0 1]
007365,[ 0  0  0  0 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 1 0 0 9]
007369,[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 9 0 0 0 0 0],[0 2 0 0 4]
007370,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007373,"[  0   0   0   0   0   0   0   0   0 143   0  63   0   0   0   0   0   0
   0   0   0]",[  0  33   0   1 197]
007375,[0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0],[0 1 0 3 2]
007381,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0],[0 1 0 0 0]
007385,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
007389,[ 0  0  0  0  0  0  0  0  0  0 30  0  0  0  0  0  0  0  0  0  0],[ 0  5  0  0 10]
007394,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[1 0 0 0 0]
007396,[ 0  0  0  0  0  0  0  5  0  0  0  0  0  0  5  0 20  0  0  0  0],[ 0  4  0  0 11]
007398,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
007410,[ 0  0  0  0  0 18  0  0  0  0  0  0  0  0  0 24  0  0  0  0  0],[ 0  8  0  0 13]
007411,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007413,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[0 1 0 0 0]
007417,[0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 2 0 0],[0 1 2 0 0]
007419,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007421,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007425,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0],[0 0 0 1 0]
007431,"[  0   0   0 132   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0]",[ 0  1  0  0 65]
007437,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007446,[0 0 3 0 0 0 0 6 0 0 0 0 0 0 0 3 0 0 0 0 0],[0 2 0 0 4]
007454,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
007458,[ 0  0  0  0  0  0  0  0  0 12  0  4  0  0  0  0  0  0  0  0  4],[0 3 0 0 7]
007466,[ 0  0  7  0  0  0  0  0  0  7  0  0  0  0 21 21  0  0  0  0  0],[ 0  7  0  0 21]
007467,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
007468,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007474,[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],[0 1 0 0 0]
007477,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007479,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0]
007481,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007483,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
007490,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
007491,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0]
007493,[0 0 0 0 0 3 0 0 0 3 0 0 0 0 0 6 0 0 0 0 0],[0 3 0 0 3]
007497,[ 0  0  0  0  0  0  0 72  0  0  0  0  0  0  0 84  0  0  0  0  0],[ 0  5  0  0 73]
007503,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007513,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0]
007519,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0],[0 0 0 0 3]
007521,[ 0  0  0  0 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],[0 0 1 0 5]
007524,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007526,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0],[0 0 0 0 1]
007530,[0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 2],[0 0 0 0 3]
007535,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0]
007536,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0],[0 1 0 0 0]
007538,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0]
007540,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 2 0 0],[0 3 0 0 0]
007544,[ 0  0  0  0  0  0  0  0  0 42  0  7  0  0  0  0  0  0  0  0  7],[ 0 10  0  0 18]
007558,[ 0  0  0  0  0  5  0  0  0 10  0  0  0  0  0 10  5  0  0  0  0],[ 0  5  0  0 10]
007565,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0]
007566,[ 0  0  0  0  0  0  0 10  0  0  0  0  0  0  0 20  0  0  0  0  0],[0 4 0 2 9]
